field_position_id,surface,message,message_variant,protocol,field_path,parent_path,field_name,field_kind,presence,cardinality,data_type,standard_document,standard_version,standard_reference,charging_relevance,relevance_reason,constraint_ids,scenario_ids,review_status
FP-0649,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.sdfFilterId,PFCP Session Modification Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter,sdfFilterId,PFCP grouped-IE payload field,C,,when BID=1,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A08, T2-A13, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64,REVIEWED
FP-0650,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.QFI,PFCP Session Modification Request.Create PDR.PDI,QFI,PFCP IE / atomic payload,O,0..N,QFI,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A14, T2-A64.",T2-R05 | T2-R08 | T2-R16 | T2-R22 | T2-R24,T2-A06 | T2-A14 | T2-A64,REVIEWED
FP-0651,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Framed-Route,PFCP Session Modification Request.Create PDR.PDI,Framed-Route,PFCP IE / atomic payload,O,0..N,Framed-Route,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A16, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64,REVIEWED
FP-0652,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Framed-Routing,PFCP Session Modification Request.Create PDR.PDI,Framed-Routing,PFCP IE / atomic payload,O,0..1,Framed- Routing,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A16, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64,REVIEWED
FP-0653,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Framed-IPv6- Route,PFCP Session Modification Request.Create PDR.PDI,Framed-IPv6- Route,PFCP IE / atomic payload,O,0..N,Framed-IPv6- Route,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A16, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64,REVIEWED
FP-0654,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Source Interface Type,PFCP Session Modification Request.Create PDR.PDI,Source Interface Type,PFCP IE / atomic payload,O,0..1,3GPP Interface Type,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64,REVIEWED
FP-0655,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.IP Multicast Addressing Info.IP Multicast Address,PFCP Session Modification Request.Create PDR.PDI.IP Multicast Addressing Info,IP Multicast Address,PFCP IE / atomic payload,M,1,IP Multicast Address,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A16, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64,REVIEWED
FP-0656,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.IP Multicast Addressing Info.Source IP Address,PFCP Session Modification Request.Create PDR.PDI.IP Multicast Addressing Info,Source IP Address,PFCP IE / atomic payload,O,0..N,Source IP Address,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A16, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64,REVIEWED
FP-0657,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.DNS Query Filter,PFCP Session Modification Request.Create PDR.PDI,DNS Query Filter,PFCP IE / atomic payload,O,0..N,DNS Query Filter,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A16, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64,REVIEWED
FP-0658,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.MBS Session Identifier,PFCP Session Modification Request.Create PDR.PDI,MBS Session Identifier,PFCP IE / atomic payload,C,0..1,MBS Session Identifier,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A61, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A61 | T2-A64,REVIEWED
FP-0659,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.PDI.Area Session ID,PFCP Session Modification Request.Create PDR.PDI,Area Session ID,PFCP IE / atomic payload,C,0..1,Area Session ID,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A61, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A61 | T2-A64,REVIEWED
FP-0660,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.Outer Header Removal,PFCP Session Modification Request.Create PDR,Outer Header Removal,PFCP IE / atomic payload,C,0..N,Outer Header Removal,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A20, T2-A64.",T2-R05 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A20 | T2-A64,REVIEWED
FP-0661,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.FAR ID.farId,PFCP Session Modification Request.Create PDR.FAR ID,farId,PFCP grouped-IE payload field,M,,unsigned 32-bit identifier,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A21, T2-A64.",T2-R05 | T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A21 | T2-A64,REVIEWED
FP-0662,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.URR ID.urrId,PFCP Session Modification Request.Create PDR.URR ID,urrId,PFCP grouped-IE payload field,M,,unsigned 32-bit identifier,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A22, T2-A25, T2-A64.",T2-R05 | T2-R07 | T2-R10 | T2-R16 | T2-R24,T2-A06 | T2-A22 | T2-A25 | T2-A64,REVIEWED
FP-0663,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.QER ID.qerId,PFCP Session Modification Request.Create PDR.QER ID,qerId,PFCP grouped-IE payload field,M,,unsigned 32-bit identifier,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64,REVIEWED
FP-0664,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.Activate Predefined Rules,PFCP Session Modification Request.Create PDR,Activate Predefined Rules,PFCP IE / atomic payload,C,0..N,Activate Predefined Rules,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A19, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A19 | T2-A64,REVIEWED
FP-0665,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.Activation Time,PFCP Session Modification Request.Create PDR,Activation Time,PFCP IE / atomic payload,O,0..1,Activation Time,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A18, T2-A64.",T2-R05 | T2-R16 | T2-R23 | T2-R24,T2-A06 | T2-A18 | T2-A64,REVIEWED
FP-0666,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.Deactivation Time,PFCP Session Modification Request.Create PDR,Deactivation Time,PFCP IE / atomic payload,O,0..1,Deactivation Time,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A18, T2-A64.",T2-R05 | T2-R16 | T2-R23 | T2-R24,T2-A06 | T2-A18 | T2-A64,REVIEWED
FP-0667,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.MAR ID.marId,PFCP Session Modification Request.Create PDR.MAR ID,marId,PFCP grouped-IE payload field,M,,unsigned 16-bit identifier,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64,REVIEWED
FP-0668,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.Packet Replication and Detection Carry-On Information,PFCP Session Modification Request.Create PDR,Packet Replication and Detection Carry-On Information,PFCP IE / atomic payload,C,0..1,Packet Replication and Detection Carry-On Information,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A60, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64,REVIEWED
FP-0669,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.IP Multicast Addressing Info.IP Multicast Address,PFCP Session Modification Request.Create PDR.IP Multicast Addressing Info,IP Multicast Address,PFCP IE / atomic payload,M,1,IP Multicast Address,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A60, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64,REVIEWED
FP-0670,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.IP Multicast Addressing Info.Source IP Address,PFCP Session Modification Request.Create PDR.IP Multicast Addressing Info,Source IP Address,PFCP IE / atomic payload,O,0..N,Source IP Address,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A60, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64,REVIEWED
FP-0671,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.UE IP address Pool Identity,PFCP Session Modification Request.Create PDR,UE IP address Pool Identity,PFCP IE / atomic payload,O,0..1,UE IP address Pool Identity,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64,REVIEWED
FP-0672,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.MPTCP Applicable Indication,PFCP Session Modification Request.Create PDR,MPTCP Applicable Indication,PFCP IE / atomic payload,C,0..1,MPTCP Applicable Indication,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A64.",T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64,REVIEWED
FP-0673,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.Transport Delay Reporting.Preceding UL GTP-U Peer,PFCP Session Modification Request.Create PDR.Transport Delay Reporting,Preceding UL GTP-U Peer,PFCP IE / atomic payload,M,1,Remote GTP-U Peer,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A60, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64,REVIEWED
FP-0674,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.Transport Delay Reporting.DSCP,PFCP Session Modification Request.Create PDR.Transport Delay Reporting,DSCP,PFCP IE / atomic payload,O,0..1,Transport Level Marking,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A60, T2-A64.",T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64,REVIEWED
FP-0675,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create PDR.RAT Type,PFCP Session Modification Request.Create PDR,RAT Type,PFCP IE / atomic payload,O,0..1,RAT Type,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DIRECT,"Directly mapped to charging-threat candidate(s): T2-A06, T2-A53, T2-A64.",T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A53 | T2-A64,REVIEWED
FP-0676,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.FAR ID.farId,PFCP Session Modification Request.Create FAR.FAR ID,farId,PFCP grouped-IE payload field,M,,unsigned 32-bit identifier,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",RELATIONAL,"Charging relevance arises through cross-field/state or parser/representation relations; candidate(s): T2-A21, T2-A57, T2-A64.",T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A21 | T2-A57 | T2-A64,REVIEWED
FP-0677,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.DROP,PFCP Session Modification Request.Create FAR.Apply Action,DROP,PFCP grouped-IE payload field,M,,drop,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A54, T2-A64.",T2-R16 | T2-R21 | T2-R24,T2-A54 | T2-A64,REVIEWED
FP-0678,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.FORW,PFCP Session Modification Request.Create FAR.Apply Action,FORW,PFCP grouped-IE payload field,M,,forward,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A54, T2-A64.",T2-R16 | T2-R21 | T2-R24,T2-A54 | T2-A64,REVIEWED
FP-0679,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.BUFF,PFCP Session Modification Request.Create FAR.Apply Action,BUFF,PFCP grouped-IE payload field,M,,buffer,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",RELATIONAL,Charging relevance arises through cross-field/state or parser/representation relations; candidate(s): T2-A64.,T2-R16 | T2-R24,T2-A64,REVIEWED
FP-0680,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.NOCP,PFCP Session Modification Request.Create FAR.Apply Action,NOCP,PFCP grouped-IE payload field,M,,notify CP,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",RELATIONAL,Charging relevance arises through cross-field/state or parser/representation relations; candidate(s): T2-A64.,T2-R16 | T2-R24,T2-A64,REVIEWED
FP-0681,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.DUPL,PFCP Session Modification Request.Create FAR.Apply Action,DUPL,PFCP grouped-IE payload field,M,,duplicate,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A55, T2-A64.",T2-R16 | T2-R21 | T2-R24,T2-A55 | T2-A64,REVIEWED
FP-0682,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.IPMA,PFCP Session Modification Request.Create FAR.Apply Action,IPMA,PFCP grouped-IE payload field,M,,IP multicast accept,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",RELATIONAL,Charging relevance arises through cross-field/state or parser/representation relations; candidate(s): T2-A64.,T2-R16 | T2-R24,T2-A64,REVIEWED
FP-0683,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.IPMD,PFCP Session Modification Request.Create FAR.Apply Action,IPMD,PFCP grouped-IE payload field,M,,IP multicast deny,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",RELATIONAL,Charging relevance arises through cross-field/state or parser/representation relations; candidate(s): T2-A64.,T2-R16 | T2-R24,T2-A64,REVIEWED
FP-0684,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.DFRT,PFCP Session Modification Request.Create FAR.Apply Action,DFRT,PFCP grouped-IE payload field,M,,duplicate for redundant transmission,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A55, T2-A64.",T2-R16 | T2-R21 | T2-R24,T2-A55 | T2-A64,REVIEWED
FP-0685,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.EDRT,PFCP Session Modification Request.Create FAR.Apply Action,EDRT,PFCP grouped-IE payload field,M,,eliminate redundant packets,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",RELATIONAL,Charging relevance arises through cross-field/state or parser/representation relations; candidate(s): T2-A64.,T2-R16 | T2-R24,T2-A64,REVIEWED
FP-0686,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.BDPN,PFCP Session Modification Request.Create FAR.Apply Action,BDPN,PFCP grouped-IE payload field,M,,buffer/no CP notification,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",RELATIONAL,Charging relevance arises through cross-field/state or parser/representation relations; candidate(s): T2-A64.,T2-R16 | T2-R24,T2-A64,REVIEWED
FP-0687,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Apply Action.DDPN,PFCP Session Modification Request.Create FAR.Apply Action,DDPN,PFCP grouped-IE payload field,M,,duplicate/no CP notification,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A55, T2-A64.",T2-R16 | T2-R21 | T2-R24,T2-A55 | T2-A64,REVIEWED
FP-0688,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Destination Interface.interfaceValue,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Destination Interface,interfaceValue,PFCP grouped-IE payload field,M,,Access/Core/SGi-LAN/N6-LAN/CP-function/LI-function/5G-VN/internal,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A56, T2-A64.",T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64,REVIEWED
FP-0689,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Destination Interface.interfaceType,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Destination Interface,interfaceType,PFCP grouped-IE payload field,C,,3GPP interface type when present,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A56, T2-A64.",T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64,REVIEWED
FP-0690,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Network Instance.length,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Network Instance,length,PFCP grouped-IE payload field,M,,APN/DNN length,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A56, T2-A62, T2-A64.",T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A62 | T2-A64,REVIEWED
FP-0691,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Network Instance.apnOrDnn,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Network Instance,apnOrDnn,PFCP grouped-IE payload field,M,,network instance,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A56, T2-A64.",T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64,REVIEWED
FP-0692,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Redirect Information,PFCP Session Modification Request.Create FAR.Forwarding Parameters,Redirect Information,PFCP IE / atomic payload,C,0..1,Redirect Information,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",DEPLOYMENT,"Charging effect depends on tariff, feature, or deployment conditions; candidate(s): T2-A56, T2-A64.",T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A56 | T2-A64,REVIEWED
FP-0693,T2,PFCP Session Modification Request,N4 applicability,PFCP,PFCP Session Modification Request.Create FAR.Forwarding Parameters.Outer Header Creation,PFCP Session Modification Request.Create FAR.Forwarding Parameters,Outer Header Creation,PFCP IE / atomic payload,C,0..N,Outer Header Creation,3GPP TS 29.244,V17.10.0,"§§7.2, 7.5.4, 8.1, 8.2",RELATIONAL,Charging relevance arises through cross-field/state or parser/representation relations; candidate(s): T2-A64.,T2-R16 | T2-R24,T2-A64,REVIEWED
