scenario_id,surface,message,scenario_name,field_patterns,matched_field_count,matched_field_examples,field_mapping_mode,constraint_ids,attacker_nf,violated_invariants,candidate_class,implementation_priority,testbed_support_expectation,initial_validation_status,standard_basis,required_evidence,recommended_workload
T2-A63,T2,PFCP Session Modification Request,DETEID/endpoint deletion stale-path accounting,PFCP Session Modification Request\.PFCPSMReq- Flags\.DETEID$ | PFCP Session Modification Request\.Remove Traffic Endpoint,2,PFCP Session Modification Request.Remove Traffic Endpoint.Traffic Endpoint ID | PFCP Session Modification Request.PFCPSMReq- Flags.DETEID,FIELD_AND_RELATION,T2-R09 | T2-R16,V-SMF,"Fresh,Comp,Uniq,Ctx",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A64,T2,PFCP Session Establishment Request / PFCP Session Modification Request,Repeated grouped-IE ordering ambiguity,PFCP Session (Establishment|Modification) Request\.(Create|Update) (PDR|FAR|URR|QER)\.,586,PFCP Session Establishment Request.Create PDR.PDR ID.pdrId | PFCP Session Establishment Request.Create PDR.Precedence.precedence | PFCP Session Establishment Request.Create PDR.PDI.Source Interface.interfaceValue | PFCP Session Establishment Request.Create PDR.PDI.Source Interface.interfaceType | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.CHID | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.CH | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.V6 | PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.V4,FIELD_AND_RELATION,T2-R16 | T2-R24,V-SMF,"Sem,Uniq,Deriv",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.2, 7.5.2, 7.5.4, 8.2; TS 23.501/23.502/23.503 semantic context",N4 request bytes and decoded IE tree; UPF pre/post rule state; packet-to-PDR/URR mapping; PFCP usage reports; Gy/OCS usage; baseline/attack logs and PCAP,W3_ASYMMETRIC_UL_DL
T2-A65,T2,PFCP Session Establishment Request / PFCP Session Modification Request,Accounting-lifecycle manipulation via User Plane Inactivity Timer,PFCP Session (Establishment|Modification) Request\.User Plane Inactivity Timer$,2,PFCP Session Establishment Request.User Plane Inactivity Timer | PFCP Session Modification Request.User Plane Inactivity Timer,FIELD_AND_RELATION,T2-R23 | T3-R19,V-SMF,"Comp,Fresh,Sem",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,3GPP TS 29.244 V17.10.0 Session Establishment/Modification Request; usage-report lifecycle semantics,PFCP requests; UPF timer/session state; Usage Reports; CCR/OCS records; logs/PCAP,W7_TIME_BOUNDARY
T3-A01,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Cross-session Usage-Report SEID substitution,PFCP Session (Modification Response|Deletion Response|Report Request)\.PFCP Header\.seid$,3,PFCP Session Modification Response.PFCP Header.seid | PFCP Session Deletion Response.PFCP Header.seid | PFCP Session Report Request.PFCP Header.seid,FIELD_AND_RELATION,T3-R01,V-UPF,"Ctx,Attr,Deriv",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A02,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Semantic Usage-Report replay,PFCP Session (Modification Response|Deletion Response|Report Request)\.PFCP Header\.sequenceNumber$ | PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.(URR ID|UR-SEQN),9,PFCP Session Modification Response.PFCP Header.sequenceNumber | PFCP Session Modification Response.Usage Report.URR ID.urrId | PFCP Session Modification Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Deletion Response.PFCP Header.sequenceNumber | PFCP Session Deletion Response.Usage Report.URR ID.urrId | PFCP Session Deletion Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Report Request.PFCP Header.sequenceNumber | PFCP Session Report Request.Usage Report.URR ID.urrId,FIELD_AND_RELATION,T3-R02 | T3-R08,V-UPF or intermediate host,"Fresh,Uniq",DIRECT,P0,EXISTING_POC_REGRESSION,E2E,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W5_TWO_SUBSCRIBERS
T3-A03,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Same-identity report equivocation,PFCP Session (Modification Response|Deletion Response|Report Request)\.PFCP Header\.sequenceNumber$ | PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.(UR-SEQN|Volume Measurement|Duration Measurement),45,PFCP Session Modification Response.PFCP Header.sequenceNumber | PFCP Session Modification Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Modification Response.Usage Report.Volume Measurement.TOVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.ULVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.DLVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.TONOP | PFCP Session Modification Response.Usage Report.Volume Measurement.ULNOP | PFCP Session Modification Response.Usage Report.Volume Measurement.DLNOP,FIELD_AND_RELATION,T3-R02 | T3-R08 | T3-R20,V-UPF,"Sem,Fresh,Acc",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A04,T3,PFCP Session Report Request,Old-CP-F-SEID substitution or rollback,PFCP Session Report Request\.Old CP F-SEID\.,5,PFCP Session Report Request.Old CP F-SEID.V4 | PFCP Session Report Request.Old CP F-SEID.V6 | PFCP Session Report Request.Old CP F-SEID.SEID | PFCP Session Report Request.Old CP F-SEID.ipv4Address | PFCP Session Report Request.Old CP F-SEID.ipv6Address,FIELD_AND_RELATION,T3-R01,V-UPF,"Ctx,Attr,Fresh",CONDITIONAL,P2,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W6_DIFFERENTIATED_CONTEXT
T3-A05,T3,PFCP Session Report Request,Report-Type dispatch suppression,PFCP Session Report Request\.Report Type\.(USAR|ERIR)$,2,PFCP Session Report Request.Report Type.USAR | PFCP Session Report Request.Report Type.ERIR,FIELD_AND_RELATION,T3-R03,V-UPF,"Sem,Comp",DIRECT,P0,EXISTING_POC_REGRESSION,E2E,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A06,T3,PFCP Session Report Request,Multiple Report-Type flags cause double processing,PFCP Session Report Request\.Report Type\.,7,PFCP Session Report Request.Report Type.DLDR | PFCP Session Report Request.Report Type.USAR | PFCP Session Report Request.Report Type.ERIR | PFCP Session Report Request.Report Type.UPIR | PFCP Session Report Request.Report Type.TMIR | PFCP Session Report Request.Report Type.SESR | PFCP Session Report Request.Report Type.UISR,FIELD_AND_RELATION,T3-R03,V-UPF,"Uniq,Sem",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A07,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Duplicate report across PFCP carriers,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.,0,,RELATION_ONLY,T3-R04 | T3-R08,V-UPF,"Fresh,Uniq,Ctx",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A08,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Intra-message duplicate Usage Report,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.,164,PFCP Session Modification Response.Usage Report.URR ID.urrId | PFCP Session Modification Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Modification Response.Usage Report.Usage Report Trigger.PERIO | PFCP Session Modification Response.Usage Report.Usage Report Trigger.VOLTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.TIMTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.QUHTI | PFCP Session Modification Response.Usage Report.Usage Report Trigger.START | PFCP Session Modification Response.Usage Report.Usage Report Trigger.STOPT,FIELD_AND_RELATION,T3-R05,V-UPF,Uniq,DIRECT,P0,EXISTING_POC_REGRESSION,E2E,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A09,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Near-duplicate report with same URR/UR-SEQN,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.(URR ID|UR-SEQN|Usage Report Trigger|Volume Measurement|Start Time|End Time),114,PFCP Session Modification Response.Usage Report.URR ID.urrId | PFCP Session Modification Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Modification Response.Usage Report.Usage Report Trigger.PERIO | PFCP Session Modification Response.Usage Report.Usage Report Trigger.VOLTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.TIMTH | PFCP Session Modification Response.Usage Report.Usage Report Trigger.QUHTI | PFCP Session Modification Response.Usage Report.Usage Report Trigger.START | PFCP Session Modification Response.Usage Report.Usage Report Trigger.STOPT,FIELD_AND_RELATION,T3-R05 | T3-R20,V-UPF,"Sem,Uniq,Acc",STRUCTURAL,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W5_TWO_SUBSCRIBERS
T3-A10,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Additional-usage-report count manipulation,PFCP Session (Modification Response|Deletion Response|Report Request)\.Additional Usage Reports Information\.(AURI|numberOfAdditionalUsageReports)$,6,PFCP Session Modification Response.Additional Usage Reports Information.AURI | PFCP Session Modification Response.Additional Usage Reports Information.numberOfAdditionalUsageReports | PFCP Session Deletion Response.Additional Usage Reports Information.AURI | PFCP Session Deletion Response.Additional Usage Reports Information.numberOfAdditionalUsageReports | PFCP Session Report Request.Additional Usage Reports Information.AURI | PFCP Session Report Request.Additional Usage Reports Information.numberOfAdditionalUsageReports,FIELD_AND_RELATION,T3-R06,V-UPF,"Comp,Uniq,Sem",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W7_TIME_BOUNDARY
T3-A11,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),"AURI follow-on omission, duplication, or replay",PFCP Session (Modification Response|Deletion Response|Report Request)\.Additional Usage Reports Information\.AURI$,3,PFCP Session Modification Response.Additional Usage Reports Information.AURI | PFCP Session Deletion Response.Additional Usage Reports Information.AURI | PFCP Session Report Request.Additional Usage Reports Information.AURI,FIELD_AND_RELATION,T3-R06,V-UPF,"Comp,Uniq,Fresh",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A12,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Invalid-URR report suppression,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.URR ID\.urrId$,3,PFCP Session Modification Response.Usage Report.URR ID.urrId | PFCP Session Deletion Response.Usage Report.URR ID.urrId | PFCP Session Report Request.Usage Report.URR ID.urrId,FIELD_AND_RELATION,T3-R07,V-UPF,"Ctx,Comp",DIRECT,P0,EXISTING_POC_REGRESSION,E2E,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A13,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Usage misattribution to another active URR,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.URR ID\.urrId$,3,PFCP Session Modification Response.Usage Report.URR ID.urrId | PFCP Session Deletion Response.Usage Report.URR ID.urrId | PFCP Session Report Request.Usage Report.URR ID.urrId,FIELD_AND_RELATION,T3-R07,V-UPF,"Ctx,Attr,Deriv",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W5_TWO_SUBSCRIBERS
T3-A14,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Stale usage mixed after URR-ID reuse,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.URR ID\.urrId$,3,PFCP Session Modification Response.Usage Report.URR ID.urrId | PFCP Session Deletion Response.Usage Report.URR ID.urrId | PFCP Session Report Request.Usage Report.URR ID.urrId,FIELD_AND_RELATION,T3-R07 | T3-R08,V-UPF,"Fresh,Ctx,Uniq",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A15,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),"UR-SEQN rollback, jump, or wrap manipulation",PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.UR-SEQN\.urSeqn$,3,PFCP Session Modification Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Deletion Response.Usage Report.UR-SEQN.urSeqn | PFCP Session Report Request.Usage Report.UR-SEQN.urSeqn,FIELD_AND_RELATION,T3-R08,V-UPF,"Fresh,Uniq,Comp",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A16,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Query-URR-reference replay or swap,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Query URR Reference\.queryUrrReference$,2,PFCP Session Modification Response.Usage Report.Query URR Reference.queryUrrReference | PFCP Session Report Request.Usage Report.Query URR Reference.queryUrrReference,FIELD_AND_RELATION,T3-R09,V-UPF,"Fresh,Ctx,Uniq",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W4_TWO_ACCOUNTING_BOUNDARIES
T3-A17,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Consistent UL/DL/total volume inflation,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Volume Measurement\.(totalVolume|uplinkVolume|downlinkVolume)$,9,PFCP Session Modification Response.Usage Report.Volume Measurement.totalVolume | PFCP Session Modification Response.Usage Report.Volume Measurement.uplinkVolume | PFCP Session Modification Response.Usage Report.Volume Measurement.downlinkVolume | PFCP Session Deletion Response.Usage Report.Volume Measurement.totalVolume | PFCP Session Deletion Response.Usage Report.Volume Measurement.uplinkVolume | PFCP Session Deletion Response.Usage Report.Volume Measurement.downlinkVolume | PFCP Session Report Request.Usage Report.Volume Measurement.totalVolume | PFCP Session Report Request.Usage Report.Volume Measurement.uplinkVolume,FIELD_AND_RELATION,T3-R11,V-UPF,Acc,DIRECT,P0,EXISTING_POC_REGRESSION,E2E,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
T3-A18,T3,PFCP Session Modification Response / Session Deletion Response / Session Report Request (Usage Report carriers),Total-only volume inflation,PFCP Session (Modification Response|Deletion Response|Report Request)\.Usage Report\.Volume Measurement\.(TOVOL|ULVOL|DLVOL|totalVolume)$,12,PFCP Session Modification Response.Usage Report.Volume Measurement.TOVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.ULVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.DLVOL | PFCP Session Modification Response.Usage Report.Volume Measurement.totalVolume | PFCP Session Deletion Response.Usage Report.Volume Measurement.TOVOL | PFCP Session Deletion Response.Usage Report.Volume Measurement.ULVOL | PFCP Session Deletion Response.Usage Report.Volume Measurement.DLVOL | PFCP Session Deletion Response.Usage Report.Volume Measurement.totalVolume,FIELD_AND_RELATION,T3-R10 | T3-R11,V-UPF,"Acc,Sem",DIRECT,P1,INVENTORY_REQUIRED,STD,"3GPP TS 29.244 V17.10.0 §§7.5.5.2, 7.5.7.2, 7.5.8.3, 8.2",raw PFCP bytes and decoded tree; V-SMF handler branch; per-session/URR accepted state before/after; outgoing CCR/Nchf request; OCS/CHF record; baseline/attack PCAP/logs,W3_ASYMMETRIC_UL_DL
